account_id,unique_senders,total_incoming_transactions,total_incoming_amount,sender_accounts
PNCB798668,7,7,9342.66,"['SHEL173359', 'USBA316382', 'UBS177070', 'CHAS987007', 'BARC160569', 'TDBA199675', 'TDBA865912']"
WELL324077,7,7,8658.73,"['PRIV601413', 'PNCB404224', 'OFFS419296', 'LUXE603846', 'SHEL671929', 'CITI628211', 'LUXE487478']"
SHEL464798,7,7,8493.34,"['USBA398307', 'TDBA957974', 'CAPI830868', 'CITI285278', 'HSBC741542', 'HSBC352298', 'DEUT966754']"
SHEL343080,7,7,8381.099999999999,"['PRIV995132', 'PNCB256556', 'SWIS772483', 'PRIV758821', 'SHEL227146', 'SHEL719873', 'CHAS357783']"
HSBC355343,7,7,7585.28,"['OFFS470051', 'STAN717018', 'PNCB656454', 'HSBC875360', 'BARC952546', 'CITI388599', 'GOLD809109']"
CHAS757713,7,7,6979.4,"['MORG280844', 'PRIV766615', 'CRED937889', 'SHEL227146', 'STAN824201', 'PNCB844548', 'PNCB635368']"
CAPI940904,7,7,5920.99,"['USBA131661', 'LUXE227957', 'CAPI678713', 'PNCB754873', 'BANK508259', 'HSBC347453', 'STAN668544']"
CRED986778,7,7,5850.87,"['CAYM516094', 'OFFS705328', 'SWIS232473', 'PRIV389866', 'GOLD572115', 'STAN356949', 'SHEL644025']"
WELL231333,7,7,5764.06,"['SWIS195613', 'BARC155967', 'BANK766535', 'MORG507864', 'LUXE855630', 'MORG428601', 'USBA398307']"
CAYM529221,7,7,5481.610000000001,"['PRIV412422', 'LUXE546456', 'BARC197656', 'CAPI773475', 'CITI384423', 'HSBC817125', 'MORG742067']"
WELL357380,7,7,5453.16,"['CAPI773475', 'CAPI430323', 'CAPI620794', 'HSBC715733', 'CRED197787', 'HSBC153089', 'PRIV283902']"
CAYM103931,7,7,5452.83,"['STAN510581', 'BANK760072', 'HSBC818042', 'USBA271335', 'GOLD484038', 'UBS676717', 'CHAS683405']"
HSBC243088,7,7,5386.61,"['SHEL782390', 'CITI378367', 'USBA625206', 'BANK783652', 'CAYM690047', 'CRED827035', 'PRIV582068']"
USBA625206,7,7,5071.719999999999,"['MORG737606', 'GOLD907268', 'CITI201661', 'BANK586002', 'CAYM851903', 'LUXE960107', 'CITI110165']"
USBA328439,7,7,4844.300000000001,"['CRED369786', 'CITI772454', 'PNCB135232', 'PRIV766615', 'OFFS122305', 'OFFS154884', 'OFFS254156']"
USBA755341,7,7,4387.5199999999995,"['CHAS976191', 'CHAS747595', 'CAYM662719', 'STAN525510', 'PRIV557308', 'CRED555306', 'PRIV780935']"
WELL999576,7,7,4202.39,"['STAN190609', 'LUXE526550', 'MORG788260', 'CRED304308', 'USBA251206', 'SHEL888222', 'CITI383163']"
WELL482566,7,7,4146.34,"['CAPI756622', 'CHAS799693', 'GOLD721886', 'STAN795947', 'DEUT323035', 'OFFS243641', 'CHAS867061']"
CRED675451,7,7,4134.92,"['WELL961099', 'BANK497922', 'USBA790588', 'HSBC130089', 'SHEL496487', 'WELL866523', 'CITI858302']"
HSBC676010,7,7,4000.9500000000003,"['WELL588657', 'LUXE988943', 'STAN798162', 'PRIV258706', 'MORG489536', 'UBS180463', 'OFFS185714']"
HSBC840387,7,7,3944.81,"['CAYM421416', 'USBA371863', 'SWIS245590', 'DEUT893840', 'STAN932758', 'CITI112605', 'USBA617209']"
SHEL311324,7,7,3935.9300000000003,"['WELL866523', 'CRED495691', 'LUXE845409', 'LUXE178888', 'DEUT678844', 'BARC998803', 'STAN362854']"
STAN158237,7,7,3778.93,"['HSBC584043', 'USBA828645', 'GOLD464858', 'CAYM600330', 'PRIV626006', 'CAYM368554', 'CAYM615500']"
USBA105650,7,7,3525.0299999999997,"['DEUT852965', 'HSBC875360', 'HSBC741334', 'MORG788260', 'CAYM690366', 'WELL208157', 'TDBA199675']"
SHEL270004,7,7,3434.01,"['HSBC758655', 'TDBA466551', 'LUXE291903', 'LUXE537307', 'STAN510581', 'CHAS621918', 'LUXE745936']"
TDBA335119,7,7,3106.6,"['BARC385063', 'CITI318197', 'MORG501072', 'DEUT979871', 'SHEL858126', 'CHAS165870', 'DEUT171743']"
CAPI868883,7,7,2994.37,"['BANK843005', 'SHEL387463', 'STAN192374', 'SWIS115209', 'SHEL198412', 'CRED189366', 'GOLD233852']"
TDBA374620,7,7,1662.2199999999998,"['CAYM848746', 'BANK340367', 'GOLD533621', 'BANK830166', 'CRED574580', 'UBS464335', 'GOLD805060']"
SWIS992453,6,6,120222.53000000001,"['USBA790588', 'USBA950864', 'PNCB514830', 'USBA131661', 'UBS383971', 'CITI978019']"
LUXE526550,6,6,103945.79999999999,"['LUXE702392', 'CHAS713122', 'CAPI853392', 'UBS740439', 'BANK387676', 'CRED239279']"
USBA376805,6,6,98544.65,"['BANK267920', 'UBS487096', 'TDBA947252', 'BARC890169', 'USBA950864', 'BANK790589']"
UBS339867,6,6,91730.95,"['SWIS803103', 'PNCB840748', 'SWIS403097', 'BARC697169', 'PRIV101550', 'CITI464975']"
STAN808595,6,6,89185.24,"['PNCB718409', 'BANK351490', 'WELL427788', 'BARC545691', 'CRED877406', 'UBS949394']"
SHEL398373,6,6,73567.89,"['CHAS174043', 'LUXE495790', 'CAYM918014', 'PNCB930768', 'LUXE813458', 'SHEL355366']"
STAN761623,6,6,67000.76000000001,"['BANK720234', 'OFFS351114', 'WELL455114', 'PNCB690977', 'MORG204568', 'MORG412149']"
LUXE279947,6,8,53412.05,"['SHEL913053', 'SWIS475210', 'WELL204086', 'BANK128485', 'CRED814812', 'SHEL398373']"
USBA398307,6,7,47698.41,"['CRED204056', 'GOLD963260', 'OFFS631044', 'STAN325807', 'CITI628211', 'TDBA947252']"
MORG349776,6,6,45173.14,"['USBA251206', 'TDBA755392', 'PRIV347284', 'CAYM516094', 'LUXE886073', 'LUXE702392']"
MORG682016,6,6,38858.9,"['TDBA338246', 'CHAS209875', 'HSBC748145', 'SWIS628509', 'BANK173891', 'STAN813569']"
UBS593857,6,6,37208.07,"['BANK451771', 'SHEL380933', 'MORG417537', 'LUXE145017', 'PRIV101550', 'LUXE603846']"
WELL670669,6,6,35870.36,"['DEUT808979', 'STAN717018', 'STAN563155', 'CAYM188798', 'CAPI531288', 'WELL980633']"
CHAS332672,6,6,35172.22,"['TDBA947252', 'HSBC153089', 'CAPI667968', 'MORG269654', 'UBS954483', 'WELL953102']"
UBS946544,6,6,34195.88,"['OFFS784274', 'BANK579337', 'CHAS965253', 'TDBA318858', 'PNCB505963', 'WELL231929']"
USBA572690,6,6,29892.050000000003,"['CITI684599', 'CAYM179417', 'PRIV582068', 'LUXE537307', 'MORG721843', 'PNCB798668']"
DEUT654151,6,6,29035.699999999997,"['CHAS361928', 'BANK830166', 'MORG109902', 'UBS288259', 'GOLD244332', 'USBA672607']"
CRED239279,6,6,28691.25,"['SWIS469403', 'BANK403252', 'GOLD963555', 'MORG146191', 'TDBA212761', 'HSBC692265']"
HSBC391490,6,6,24078.079999999998,"['PNCB385487', 'PRIV284989', 'CAYM282795', 'CRED228442', 'SHEL227146', 'STAN650503']"
CRED541876,6,6,23765.31,"['WELL455114', 'USBA955385', 'USBA328439', 'SWIS626824', 'LUXE604858', 'OFFS363731']"
HSBC875360,6,6,22854.67,"['BARC744405', 'SWIS130086', 'CHAS256544', 'WELL885943', 'BANK622927', 'OFFS185714']"
LUXE745936,6,6,22809.469999999998,"['SHEL277154', 'SHEL654672', 'CITI812975', 'BARC228708', 'STAN650503', 'CRED345828']"
CITI464975,6,7,22361.91,"['WELL947981', 'LUXE998013', 'CITI699112', 'USBA819987', 'TDBA369623', 'OFFS163166']"
CAPI644265,6,6,20777.66,"['SWIS479480', 'LUXE405093', 'STAN633248', 'BARC773560', 'BANK720234', 'SHEL288215']"
STAN650503,6,6,20659.23,"['OFFS975921', 'OFFS947956', 'BANK783652', 'GOLD311601', 'UBS676717', 'USBA672607']"
WELL622509,6,6,20654.94,"['SWIS307376', 'TDBA887612', 'BANK866287', 'UBS889326', 'CITI324820', 'HSBC875360']"
OFFS731526,6,6,20569.83,"['CAPI168922', 'TDBA681183', 'STAN993141', 'CAPI311017', 'PRIV632625', 'CRED143894']"
HSBC379581,6,6,18642.0,"['DEUT678844', 'CRED369786', 'PRIV739266', 'MORG795193', 'OFFS351386', 'SWIS113406']"
CAYM790807,6,6,18411.9,"['GOLD192946', 'CAPI842202', 'DEUT830447', 'CHAS393589', 'CHAS226022', 'SHEL816029']"
UBS962416,6,6,17702.64,"['TDBA369623', 'SWIS949549', 'BANK876231', 'BANK898132', 'STAN362854', 'OFFS354764']"
CAPI531288,6,6,17283.17,"['UBS724281', 'TDBA615324', 'USBA868820', 'TDBA338246', 'BARC869899', 'OFFS354764']"
CRED524794,6,6,16636.86,"['CRED923116', 'USBA561275', 'CHAS167632', 'CRED930132', 'MORG721843', 'CITI297982']"
CITI533046,6,6,14485.78,"['HSBC454554', 'SHEL690543', 'MORG433264', 'STAN759600', 'CHAS172406', 'CRED143894']"
DEUT860278,6,6,14336.669999999998,"['OFFS363731', 'BANK790589', 'CAYM387531', 'GOLD357439', 'DEUT701483', 'PRIV275815']"
CAYM897342,6,6,13624.289999999999,"['WELL875543', 'SHEL888222', 'HSBC840387', 'USBA950864', 'BARC518009', 'DEUT456977']"
CAPI184153,6,6,13584.49,"['CRED555306', 'CAPI806783', 'CAYM687103', 'LUXE841093', 'CHAS804549', 'OFFS354764']"
USBA617209,6,6,13195.04,"['PNCB539527', 'CAYM615500', 'WELL850403', 'MORG767239', 'GOLD586750', 'PNCB798668']"
OFFS354103,6,6,12500.58,"['CAPI168922', 'MORG415177', 'SWIS121098', 'CAYM970327', 'SWIS758969', 'SHEL816029']"
WELL204086,6,6,12117.4,"['CAYM600330', 'PNCB532054', 'GOLD242311', 'UBS954483', 'CRED376998', 'BANK517499']"
HSBC262390,6,6,11850.17,"['GOLD762951', 'SWIS465525', 'MORG787418', 'LUXE546456', 'BARC870219', 'DEUT966754']"
CHAS834782,6,6,10593.86,"['OFFS354764', 'HSBC939220', 'GOLD311601', 'CRED345828', 'PNCB115756', 'CITI388599']"
SHEL355366,6,6,10419.869999999999,"['LUXE285422', 'DEUT972401', 'TDBA147563', 'MORG616793', 'USBA190101', 'SHEL668966']"
CAPI311017,6,6,10294.519999999999,"['CITI684599', 'PNCB397349', 'CAYM516094', 'HSBC262390', 'LUXE980924', 'TDBA329906']"
OFFS727056,6,6,10076.630000000001,"['CRED365246', 'OFFS471223', 'GOLD688425', 'SWIS357049', 'HSBC661314', 'PRIV275815']"
SHEL712885,6,6,9934.470000000001,"['BANK362940', 'TDBA524694', 'CAPI744247', 'USBA271335', 'MORG299204', 'MORG860961']"
GOLD194846,6,6,9796.029999999999,"['PNCB445050', 'TDBA115680', 'BARC197656', 'STAN498315', 'SHEL401836', 'CHAS109104']"
PNCB795919,6,6,9541.49,"['CAYM282795', 'DEUT573640', 'HSBC738372', 'STAN158237', 'HSBC817125', 'CHAS455337']"
WELL643585,6,6,9005.88,"['PRIV721905', 'MORG883244', 'CITI628211', 'USBA672607', 'CITI234157', 'MORG871730']"
CAPI678713,6,6,8992.75,"['BANK355097', 'CAPI323870', 'GOLD756670', 'MORG755305', 'DEUT900965', 'SHEL816029']"
SHEL621051,6,6,8647.33,"['SWIS924893', 'CITI697659', 'WELL168283', 'OFFS917135', 'STAN752264', 'LUXE810056']"
SHEL473398,6,6,8229.779999999999,"['CAPI719273', 'CITI607952', 'BANK571046', 'SHEL159199', 'OFFS443692', 'OFFS197834']"
OFFS254156,6,6,8178.15,"['GOLD494058', 'USBA991076', 'OFFS731526', 'PNCB207258', 'STAN394149', 'LUXE933096']"
CAYM148978,6,6,8115.39,"['SHEL551672', 'USBA664938', 'UBS799663', 'MORG982932', 'USBA950864', 'UBS761275']"
USBA251206,6,6,7841.080000000001,"['TDBA212761', 'WELL650797', 'PRIV862977', 'USBA220558', 'STAN786957', 'CRED213957']"
TDBA199675,6,6,7755.320000000001,"['USBA819987', 'CITI614069', 'CITI961408', 'CAPI202259', 'CAYM368554', 'CAYM316973']"
SHEL332998,6,6,6859.46,"['UBS470807', 'PNCB505963', 'PRIV225286', 'DEUT549260', 'MORG369156', 'CAPI938723']"
USBA332879,6,6,6596.84,"['STAN434846', 'CAPI130395', 'SWIS992453', 'CAYM949753', 'CITI232009', 'SHEL621051']"
HSBC347453,6,6,5076.73,"['TDBA369623', 'CRED501832', 'CAYM947975', 'USBA271335', 'UBS104677', 'CAPI756622']"
CHAS747595,6,6,4884.860000000001,"['PNCB207258', 'BANK493849', 'SHEL355366', 'CITI549695', 'MORG572499', 'STAN498315']"
CAYM161329,6,6,4801.24,"['PNCB148281', 'UBS801409', 'CAYM692662', 'PRIV161279', 'PNCB151372', 'STAN255375']"
DEUT777399,6,6,4564.349999999999,"['BANK760072', 'BARC308213', 'CAPI262076', 'OFFS471223', 'PNCB419259', 'SWIS860831']"
CHAS956447,6,6,4528.56,"['LUXE941500', 'SWIS755213', 'WELL603111', 'PRIV970258', 'GOLD379321', 'TDBA428332']"
UBS323909,6,6,4521.5599999999995,"['STAN899532', 'LUXE813458', 'BARC773560', 'OFFS917135', 'USBA131661', 'CAPI966186']"
CAPI981646,6,6,4517.99,"['LUXE106198', 'LUXE589022', 'CITI867225', 'SWIS187579', 'GOLD192946', 'USBA868820']"
CAPI430983,6,6,4252.08,"['BARC943198', 'HSBC743849', 'CHAS296669', 'STAN117799', 'HSBC768266', 'TDBA872513']"
STAN752242,6,6,4206.030000000001,"['CITI723337', 'GOLD598380', 'WELL220805', 'CRED312046', 'CRED671634', 'USBA563045']"
TDBA212761,6,6,4102.88,"['CITI318887', 'BARC708247', 'HSBC741542', 'OFFS185714', 'CRED484210', 'SHEL528808']"
USBA883131,6,6,4024.83,"['CITI370396', 'HSBC426024', 'OFFS419296', 'UBS833769', 'MORG619854', 'USBA955385']"
GOLD838993,6,6,3997.65,"['MORG349776', 'OFFS979377', 'BARC955453', 'CAPI644265', 'TDBA524694', 'USBA332879']"
STAN934643,6,6,3784.2899999999995,"['LUXE812878', 'CITI771623', 'PNCB913706', 'GOLD921846', 'SWIS686282', 'CAYM615500']"
PRIV277654,6,6,3336.8299999999995,"['SWIS684192', 'CITI723337', 'LUXE546456', 'GOLD262353', 'OFFS332758', 'OFFS631044']"
HSBC939220,6,6,3321.6899999999996,"['MORG838314', 'SWIS330549', 'USBA131661', 'GOLD727410', 'UBS873917', 'CAPI723835']"
DEUT581659,6,6,3189.8900000000003,"['CRED582179', 'SHEL159199', 'BARC927687', 'STAN343727', 'GOLD226779', 'LUXE547997']"
CAYM580954,6,6,2919.05,"['CRED427886', 'PNCB951006', 'SWIS100987', 'DEUT927565', 'CRED611274', 'PNCB465671']"
PRIV143347,6,6,2266.48,"['CRED830110', 'DEUT435645', 'HSBC848034', 'SHEL201001', 'DEUT878709', 'GOLD311601']"
HSBC503406,6,6,2028.2,"['PRIV803154', 'SWIS476953', 'PNCB876336', 'CRED759786', 'PNCB153698', 'LUXE373315']"
SWIS615521,6,6,1946.19,"['LUXE116480', 'BANK843005', 'CHAS511928', 'TDBA200244', 'PNCB151372', 'MORG762829']"
UBS765733,6,6,1427.69,"['SWIS957722', 'HSBC741334', 'OFFS927625', 'HSBC758655', 'SWIS949549', 'MORG823190']"
CITI527989,6,6,1351.86,"['GOLD142688', 'CITI110165', 'USBA991076', 'USBA625352', 'SHEL178074', 'UBS894771']"
CRED898158,6,6,1055.35,"['WELL208157', 'UBS397613', 'USBA251206', 'STAN115957', 'CHAS731881', 'CHAS278271']"
HSBC642091,6,6,755.01,"['SWIS190900', 'PNCB749500', 'MORG787027', 'SWIS492639', 'PNCB752973', 'CAPI500486']"
PRIV912084,5,5,67862.67,"['CAYM580954', 'BANK993978', 'BANK595808', 'SWIS736081', 'DEUT966754']"
UBS455286,5,5,57974.18000000001,"['CITI790567', 'TDBA221027', 'OFFS332758', 'USBA369636', 'HSBC817125']"
TDBA231707,5,5,57831.06,"['TDBA276961', 'WELL220805', 'CHAS105697', 'CAPI430983', 'BANK613915']"
TDBA755392,5,5,52470.100000000006,"['SWIS402342', 'BARC447012', 'CAYM516094', 'MORG721843', 'USBA376805']"
CAPI842202,5,5,51457.58,"['CRED574580', 'BARC299741', 'PRIV769624', 'PNCB153698', 'STAN928354']"
GOLD311601,5,5,50824.81,"['CRED180823', 'PNCB160145', 'PNCB571035', 'USBA369636', 'CAPI686828']"
GOLD180571,5,5,47734.329999999994,"['DEUT904629', 'WELL850403', 'CITI232009', 'HSBC561276', 'DEUT966754']"
STAN928354,5,5,46169.75,"['LUXE439794', 'USBA190101', 'GOLD159244', 'STAN798162', 'PNCB773064']"
USBA950864,5,5,45458.33,"['CRED100966', 'WELL220805', 'LUXE400239', 'CRED800979', 'PRIV835522']"
LUXE495940,5,5,45289.399999999994,"['SWIS262488', 'MORG721843', 'DEUT573640', 'UBS676717', 'CRED555306']"
HSBC460390,5,6,42473.15,"['STAN498315', 'CAYM646837', 'USBA251206', 'MORG497526', 'SHEL816029']"
CAYM186282,5,5,41119.01,"['USBA371863', 'OFFS592894', 'TDBA666709', 'UBS907130', 'USBA185642']"
HSBC917124,5,5,38761.799999999996,"['CITI257893', 'PNCB236807', 'PNCB571035', 'OFFS461398', 'STAN761623']"
SHEL496487,5,5,38050.880000000005,"['CAPI686082', 'PNCB759153', 'PNCB337972', 'OFFS855136', 'MORG682016']"
BARC422539,5,5,37512.119999999995,"['CAPI854670', 'CITI297982', 'SWIS599641', 'USBA512285', 'LUXE829801']"
BANK958962,5,5,34810.15,"['STAN780206', 'LUXE745936', 'PRIV193445', 'CAYM970327', 'BANK403252']"
PNCB820629,5,5,34018.14,"['PRIV316500', 'STAN595128', 'OFFS597701', 'TDBA335119', 'BANK696174']"
CAYM547850,5,5,33424.1,"['SHEL178074', 'UBS676717', 'CRED173280', 'CRED673324', 'BANK757413']"
DEUT323035,5,5,29653.22,"['CHAS759513', 'OFFS321226', 'PNCB671318', 'WELL924049', 'OFFS363731']"
STAN551491,5,5,28969.1,"['BARC341908', 'TDBA665201', 'TDBA457780', 'BANK579337', 'PRIV815119']"
CHAS858099,5,5,28377.76,"['HSBC661314', 'CHAS230667', 'GOLD730959', 'OFFS354764', 'PNCB798668']"
CRED799232,5,5,26620.17,"['OFFS122305', 'HSBC584043', 'SWIS676410', 'WELL309110', 'BARC907432']"
LUXE914667,5,5,25343.17,"['HSBC676010', 'MORG939305', 'DEUT176312', 'MORG434744', 'PRIV150089']"
CITI888704,5,5,25040.56,"['CITI461496', 'GOLD805060', 'BANK688839', 'CITI306333', 'SWIS581126']"
SHEL803626,5,5,24440.320000000003,"['CRED204056', 'STAN808595', 'WELL999576', 'CHAS278271', 'SHEL690543']"
CRED647574,5,5,22714.08,"['MORG836396', 'MORG929500', 'CRED617632', 'DEUT678844', 'CITI388599']"
OFFS855206,5,5,21605.01,"['SHEL671929', 'CRED827035', 'LUXE427163', 'CAPI719273', 'BARC869899']"
OFFS135137,5,5,21370.41,"['SWIS403097', 'PNCB153698', 'HSBC818042', 'CITI388599', 'SWIS370324']"
WELL853336,5,5,20982.78,"['USBA217733', 'CRED213957', 'PRIV949260', 'WELL953102', 'CITI388599']"
CAYM188798,5,5,20380.9,"['BARC422539', 'LUXE960107', 'SHEL387463', 'BARC970044', 'CAYM547073']"
GOLD367053,5,5,20195.25,"['BARC691048', 'OFFS883052', 'CRED365246', 'HSBC449847', 'CAPI976622']"
HSBC768266,5,5,20192.160000000003,"['PNCB397349', 'UBS237071', 'BARC607204', 'CAYM222095', 'CAYM188798']"
TDBA466551,5,5,20113.86,"['BANK382153', 'BARC265982', 'TDBA374620', 'BANK720234', 'DEUT852835']"
BANK398311,5,5,19945.26,"['USBA755341', 'LUXE373315', 'HSBC840387', 'OFFS356835', 'MORG721843']"
OFFS163166,5,5,18880.77,"['PNCB955870', 'CITI549695', 'CITI527989', 'CAYM547073', 'CITI464975']"
SHEL888222,5,5,18540.949999999997,"['CITI340647', 'PRIV158258', 'BARC341908', 'DEUT573640', 'USBA369636']"
DEUT719118,5,5,18394.83,"['USBA371863', 'USBA220558', 'CAYM897342', 'PNCB165802', 'OFFS218335']"
LUXE935748,5,5,17689.22,"['CHAS273332', 'BANK967396', 'MORG412149', 'DEUT176312', 'BARC890169']"
WELL953102,5,5,17168.21,"['DEUT493096', 'BARC909916', 'USBA299776', 'CRED790767', 'CAPI910986']"
PNCB385487,5,5,15580.18,"['OFFS576896', 'OFFS592894', 'CAPI877230', 'LUXE300204', 'BARC890169']"
DEUT132036,5,5,15569.48,"['USBA398307', 'HSBC768266', 'PRIV803154', 'CHAS817118', 'GOLD194846']"
UBS813715,5,5,15244.659999999998,"['STAN205962', 'STAN219940', 'UBS559260', 'BANK991804', 'BARC906194']"
CAPI853392,5,5,15135.119999999999,"['CITI848807', 'LUXE495940', 'BARC883695', 'USBA217733', 'LUXE526550']"
PNCB624712,5,5,15057.34,"['CRED904757', 'SHEL178074', 'PNCB360070', 'DEUT821745', 'WELL853336']"
USBA609986,5,5,14280.61,"['DEUT493096', 'UBS873917', 'OFFS877340', 'PNCB221807', 'PNCB798668']"
CAYM445985,5,5,14147.7,"['CHAS511928', 'GOLD499870', 'MORG941805', 'PNCB143841', 'OFFS354764']"
USBA271335,5,5,14089.53,"['PNCB831504', 'GOLD391250', 'DEUT966754', 'DEUT695547', 'LUXE745936']"
GOLD273817,5,5,13725.91,"['USBA170097', 'OFFS830046', 'CAYM918014', 'BARC412598', 'CAYM851903']"
UBS814576,5,5,13323.34,"['GOLD475012', 'STAN932758', 'LUXE665400', 'BANK358303', 'GOLD414381']"
OFFS612383,5,5,13216.679999999998,"['CHAS109104', 'BARC550071', 'BARC893901', 'STAN696782', 'PRIV818593']"
UBS717601,5,5,13112.62,"['BARC747801', 'OFFS395596', 'STAN633248', 'DEUT166122', 'USBA369636']"
CRED481052,5,5,13090.39,"['BANK424543', 'WELL650797', 'CRED695570', 'UBS268987', 'CHAS956447']"
CITI761739,5,5,12636.29,"['OFFS979377', 'PNCB778630', 'LUXE626623', 'PNCB798668', 'MORG146191']"
STAN802008,5,5,12591.949999999999,"['CHAS521201', 'DEUT382707', 'CAPI842202', 'OFFS582227', 'CHAS329072']"
DEUT509141,5,5,12069.970000000001,"['MORG960579', 'LUXE285422', 'LUXE748415', 'BANK825415', 'WELL643585']"
SHEL913053,5,5,11599.32,"['PRIV512809', 'USBA332879', 'BANK613915', 'GOLD878508', 'MORG437689']"
HSBC426024,5,5,11273.19,"['CAPI796327', 'DEUT687677', 'GOLD249288', 'LUXE454985', 'USBA593212']"
USBA561275,5,5,11215.5,"['LUXE776505', 'WELL661309', 'PRIV567583', 'WELL621276', 'SHEL816029']"
USBA512285,5,5,11067.39,"['LUXE845409', 'WELL309110', 'CAYM161329', 'LUXE845691', 'SHEL690543']"
SWIS111131,5,5,10034.13,"['DEUT822955', 'CAYM914867', 'UBS440447', 'CAYM161329', 'SWIS304873']"
UBS737615,5,5,9729.52,"['PRIV780935', 'PRIV269947', 'MORG960579', 'PNCB518640', 'PRIV275815']"
STAN568706,5,5,9287.98,"['PNCB207258', 'PRIV589307', 'PNCB548042', 'WELL850403', 'SHEL803626']"
CHAS633633,5,5,9033.130000000003,"['BARC299741', 'WELL661309', 'WELL169534', 'HSBC584043', 'LUXE845691']"
BANK362940,5,5,8907.27,"['TDBA336466', 'LUXE635592', 'GOLD812276', 'BANK214660', 'HSBC738372']"
TDBA611111,5,5,8848.390000000001,"['MORG985993', 'BANK783652', 'STAN932758', 'SHEL297038', 'SWIS563052']"
TDBA920107,5,5,8639.369999999999,"['PRIV274364', 'BARC932026', 'SWIS428874', 'TDBA746098', 'MORG437689']"
WELL117276,5,5,8560.580000000002,"['DEUT644032', 'CRED136027', 'BANK415303', 'SWIS710776', 'PRIV532042']"
PRIV555963,5,5,8539.710000000001,"['CHAS356676', 'CAYM898779', 'HSBC939220', 'UBS128282', 'TDBA920107']"
USBA316382,5,5,8361.56,"['HSBC635434', 'TDBA199675', 'CITI389403', 'CAYM148978', 'CAPI966186']"
SHEL380933,5,5,8198.929999999998,"['SHEL265300', 'UBS813715', 'CRED896428', 'OFFS592894', 'SWIS684192']"
HSBC153089,5,5,7926.15,"['HSBC561276', 'UBS751981', 'PRIV923908', 'WELL188866', 'SHEL568137']"
SWIS949437,5,5,7922.35,"['CAPI624947', 'GOLD137896', 'DEUT845719', 'DEUT389003', 'HSBC848034']"
CAYM712183,5,5,7809.219999999999,"['STAN899532', 'CRED914938', 'TDBA221027', 'BANK181647', 'LUXE879369']"
CHAS481498,5,5,7733.2699999999995,"['MORG795193', 'UBS470807', 'CHAS154700', 'BANK618016', 'PRIV780935']"
BARC227610,5,5,7454.469999999999,"['UBS358150', 'CITI888111', 'OFFS647334', 'GOLD261425', 'LUXE115695']"
MORG877977,5,5,7325.83,"['UBS397613', 'DEUT575388', 'MORG938750', 'MORG591338', 'CAPI902381']"
CRED239488,5,5,6681.959999999999,"['LUXE154245', 'CHAS528562', 'SHEL188549', 'WELL309110', 'DEUT990763']"
PNCB690977,5,5,6678.15,"['CAPI618706', 'BARC224694', 'USBA625206', 'PRIV117123', 'MORG707037']"
USBA625352,5,5,6525.54,"['CRED773237', 'CITI201661', 'UBS759664', 'CHAS474495', 'USBA828645']"
TDBA746098,5,5,6516.18,"['CAPI431687', 'CAPI383827', 'STAN558233', 'UBS717601', 'CAPI966186']"
CRED717661,5,5,6484.139999999999,"['DEUT927565', 'MORG713740', 'SHEL173359', 'PNCB529225', 'SWIS370324']"
STAN985113,5,5,6322.0,"['OFFS353213', 'LUXE227957', 'CHAS834782', 'LUXE116480', 'HSBC640188']"
CAPI436500,5,5,6244.570000000001,"['UBS685012', 'HSBC391490', 'USBA950864', 'CHAS546821', 'SHEL227146']"
CAYM547073,5,5,6219.429999999999,"['BARC289882', 'TDBA920107', 'MORG786240', 'UBS300900', 'GOLD367053']"
BANK822895,5,5,6191.73,"['BANK993978', 'STAN633248', 'PNCB818674', 'STAN768245', 'SHEL188549']"
CRED776050,5,5,6172.73,"['CAPI686828', 'CAYM338268', 'GOLD520139', 'DEUT729200', 'HSBC408024']"
STAN619227,5,5,6122.81,"['CAYM999506', 'CAYM851903', 'CAYM282806', 'CHAS777324', 'TDBA147563']"
CAPI966186,5,5,6060.700000000002,"['PNCB739372', 'SWIS916852', 'HSBC347453', 'MORG185912', 'WELL588657']"
USBA555239,5,5,5816.169999999999,"['HSBC428287', 'UBS150154', 'CHAS596223', 'DEUT905466', 'BANK822895']"
DEUT905466,5,5,5740.780000000001,"['LUXE291903', 'LUXE589196', 'CRED838412', 'CAPI856597', 'SHEL816029']"
TDBA739587,5,5,5636.73,"['BARC315956', 'CHAS683405', 'SWIS618259', 'USBA490026', 'PRIV555963']"
SHEL973268,5,5,5631.389999999999,"['CITI447328', 'DEUT389003', 'CRED773237', 'GOLD142688', 'TDBA212761']"
CRED935605,5,5,5582.969999999999,"['WELL904660', 'MORG905337', 'WELL204086', 'SWIS877518', 'PNCB335093']"
CAPI902848,5,5,5470.43,"['HSBC347453', 'LUXE154245', 'SHEL562921', 'BARC378087', 'PNCB236807']"
PNCB726067,5,5,5417.52,"['UBS266029', 'CAYM662719', 'SHEL888222', 'HSBC355343', 'GOLD242784']"
STAN807201,5,5,5359.530000000001,"['SHEL270004', 'HSBC758655', 'DEUT166113', 'GOLD721886', 'HSBC347453']"
BANK214660,5,5,5326.62,"['STAN767989', 'WELL977882', 'LUXE526505', 'CAPI856597', 'CHAS777324']"
CHAS595673,5,5,5273.6900000000005,"['OFFS254156', 'USBA625206', 'CRED898158', 'MORG521284', 'SWIS713409']"
